-0.140000,+0.149882
-0.130000,+0.165155
-0.120000,+0.181966
-0.110000,+0.200463
-0.100000,+0.220813
-0.090000,+0.243195
-0.080000,+0.267805
-0.070000,+0.294857
-0.060000,+0.324585
-0.050000,+0.357239
-0.040000,+0.393095
-0.030000,+0.432449
-0.020000,+0.475622
-0.010000,+0.522959
+0.000000,+0.574832
+0.010000,+0.631639
+0.020000,+0.693807
+0.030000,+0.761788
+0.040000,+0.836065
+0.050000,+0.917144
+0.060000,+1.005563
+0.070000,+1.101879
+0.080000,+1.206677
+0.090000,+1.320562
+0.100000,+1.444156
+0.110000,+1.578100
+0.120000,+1.723050
+0.130000,+1.879675
+0.140000,+2.048657
